IngredientCode,IngredientName,IngredientNameEnglish,CASNumber,MatchString,SourceCount,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,ATC
ESCHERICHIA COLI,ESCHERICHIA COLI,ESCHERICHIA COLI,,"SourceTerm - Ingredient Term (""ESCHERICHIA COLI"")",-1,19030957,ESCHERICHIA COLI,Drug,RxNorm,Ingredient,S,350202,1970-01-01,2099-12-31,,
ESCITALOPRAM,ESCITALOPRAM,ESCITALOPRAM,,"SourceTerm - Ingredient Term (""ESCITALOPRAM"")",-1,715939,ESCITALOPRAM,Drug,RxNorm,Ingredient,S,321988,1970-01-01,2099-12-31,,N06AB10
ESKETAMINE,ESKETAMINE,ESKETAMINE,,"SourceTerm - Ingredient Term (""ESKETAMINE"")",-1,1366610,ESKETAMINE,Drug,RxNorm,Ingredient,S,2119365,2019-04-01,2099-12-31,,
ESLICARBAZEPINE ACETATE,ESLICARBAZEPINE ACETATE,ESLICARBAZEPINE ACETATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""ESLICARBAZEPINE ACETATE"")",-1,44507780,ESLICARBAZEPINE,Drug,RxNorm,Ingredient,S,1482502,2013-12-02,2099-12-31,,N03AF04
ESOMEPRAZOLE,ESOMEPRAZOLE,ESOMEPRAZOLE,,"SourceTerm - Ingredient Term (""ESOMEPRAZOLE"")",-1,904453,ESOMEPRAZOLE,Drug,RxNorm,Ingredient,S,283742,1970-01-01,2099-12-31,,M01AE52
ESTRADIOL,ESTRADIOL,ESTRADIOL,,"SourceTerm - Ingredient Term (""ESTRADIOL"")",-1,1548195,ESTRADIOL,Drug,RxNorm,Ingredient,S,4083,1970-01-01,2099-12-31,,
ESTRIOL,ESTRIOL,ESTRIOL,,"SourceTerm - Ingredient Term (""ESTRIOL"")",-1,19049038,ESTRIOL,Drug,RxNorm,Ingredient,S,4094,1970-01-01,2099-12-31,,
ETACRYNIC ACID,ETACRYNIC ACID,ETACRYNIC ACID,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""Maps to"" - Filter on best fit (""ETACRYNIC ACID"")",-1,987406,ETHACRYNATE,Drug,RxNorm,Ingredient,S,62349,2006-05-14,2099-12-31,,C03CC01
ETAMSYLATE,ETAMSYLATE,ETAMSYLATE,,"SourceTerm - Ingredient Term (Standardised) (""ETAMSYLATE"")",-1,19049350,ETHAMSYLATE,Drug,RxNorm,Ingredient,S,4112,1970-01-01,2099-12-31,,B02BX01
ETANERCEPT,ETANERCEPT,ETANERCEPT,,"SourceTerm - Ingredient Term (""ETANERCEPT"")",-1,1151789,ETANERCEPT,Drug,RxNorm,Ingredient,S,214555,1970-01-01,2099-12-31,,L04AB01
ETELCALCETIDE,ETELCALCETIDE,ETELCALCETIDE,,"SourceTerm - Ingredient Term (""ETELCALCETIDE"")",-1,1593331,ETELCALCETIDE,Drug,RxNorm,Ingredient,S,1876119,2017-08-07,2099-12-31,,H05BX04
ETHANOL,ETHANOL,ETHANOL,,"SourceTerm - Ingredient Term (""ETHANOL"")",-1,955372,ETHANOL,Drug,RxNorm,Ingredient,S,448,1970-01-01,2099-12-31,,V03AZ01
ETHINYLESTRADIOL,ETHINYLESTRADIOL,ETHINYLESTRADIOL,,"SourceTerm - Ingredient Term (Standardised) (""ETHINYLESTRADIOL"")",-1,1549786,ETHINYL ESTRADIOL,Drug,RxNorm,Ingredient,S,4124,1970-01-01,2099-12-31,,G03AA16
ETHYLENE DICYSTEINE,ETHYLENE DICYSTEINE,ETHYLENE DICYSTEINE,,"First 1 words from SourceTerm - Ingredient Term (Orphan ingredient) (""ETHYLENE"")",-1,42903845,ETHYLENE,Drug,RxNorm,Ingredient,S,1314362,2012-12-03,2099-12-31,,
ETHYLENEDIAMINETETRA(METHYLENEPHOSPHONIC)ACID,ETHYLENEDIAMINETETRA(METHYLENEPHOSPHONIC)ACID,ETHYLENEDIAMINETETRA(METHYLENEPHOSPHONIC)ACID,,"Manual Overrule Mapping (Orphan ingredient) (""ETHYLENEDIAMINETETRA(METHYLENEPHOSPHONIC)ACID"")",-1,42903473,DIETHYLENETRIAMINE PENTAMETHYLENE PHOSPHONIC ACID,Drug,RxNorm,Ingredient,S,1312549,2012-12-03,2099-12-31,,
ETHYLMORPHINE,ETHYLMORPHINE,ETHYLMORPHINE,,"SourceTerm - Ingredient Term (""ETHYLMORPHINE"")",-1,19050414,ETHYLMORPHINE,Drug,RxNorm,Ingredient,S,4166,1970-01-01,2099-12-31,,
ETOFENAMATE,ETOFENAMATE,ETOFENAMATE,,"SourceTerm - Ingredient Term (""ETOFENAMATE"")",-1,19095561,ETOFENAMATE,Drug,RxNorm,Ingredient,S,24608,1970-01-01,2099-12-31,,M02AA06
ETOMIDATE,ETOMIDATE,ETOMIDATE,,"SourceTerm - Ingredient Term (""ETOMIDATE"")",-1,19050488,ETOMIDATE,Drug,RxNorm,Ingredient,S,4177,1970-01-01,2099-12-31,,N01AX07
ETONOGESTREL,ETONOGESTREL,ETONOGESTREL,,"SourceTerm - Ingredient Term (""ETONOGESTREL"")",-1,1519936,ETONOGESTREL,Drug,RxNorm,Ingredient,S,14584,1970-01-01,2099-12-31,,G03AC08
ETOPOSIDE,ETOPOSIDE,ETOPOSIDE,,"SourceTerm - Ingredient Term (""ETOPOSIDE"")",-1,1350504,ETOPOSIDE,Drug,RxNorm,Ingredient,S,4179,1970-01-01,2099-12-31,,L01CB01
ETORICOXIB,ETORICOXIB,ETORICOXIB,,"SourceTerm - Ingredient Term (""ETORICOXIB"")",-1,19011355,ETORICOXIB,Drug,RxNorm,Ingredient,S,307296,1970-01-01,2099-12-31,,M01AH05
ETRAVIRINE,ETRAVIRINE,ETRAVIRINE,,"SourceTerm - Ingredient Term (""ETRAVIRINE"")",-1,1758536,ETRAVIRINE,Drug,RxNorm,Ingredient,S,475969,2008-03-02,2099-12-31,,J05AG04
EVEROLIMUS,EVEROLIMUS,EVEROLIMUS,,"SourceTerm - Ingredient Term (""EVEROLIMUS"")",-1,19011440,EVEROLIMUS,Drug,RxNorm,Ingredient,S,141704,2009-05-03,2099-12-31,,L04AA18
EVOLOCUMAB,EVOLOCUMAB,EVOLOCUMAB,,"SourceTerm - Ingredient Term (""EVOLOCUMAB"")",-1,46287466,EVOLOCUMAB,Drug,RxNorm,Ingredient,S,1665684,2015-10-05,2099-12-31,,C10AX13
EXAMETAZIME,EXAMETAZIME,EXAMETAZIME,,"SourceTerm - Ingredient Term (""EXAMETAZIME"")",-1,19123868,EXAMETAZIME,Drug,RxNorm,Ingredient,S,62153,1970-01-01,2099-12-31,,
EXEMESTANE,EXEMESTANE,EXEMESTANE,,"SourceTerm - Ingredient Term (""EXEMESTANE"")",-1,1398399,EXEMESTANE,Drug,RxNorm,Ingredient,S,258494,1970-01-01,2099-12-31,,L02BG06
EXENATID,EXENATID,EXENATID,,"SourceTerm - Ingredient Term (Standardised) (""EXENATID"")",-1,1583722,EXENATIDE,Drug,RxNorm,Ingredient,S,60548,2006-02-26,2099-12-31,,
EXTRACTUM AGNI CASTI FRUCTUS,EXTRACTUM AGNI CASTI FRUCTUS,EXTRACTUM AGNI CASTI FRUCTUS,,"Manual Overrule Mapping (""EXTRACTUM AGNI CASTI FRUCTUS"")",-1,44506796,VITEX AGNUS-CASTUS WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1441400,2013-11-04,2099-12-31,,
EXTRACTUM ANGELICA ARCHANGELICA ROOT,EXTRACTUM ANGELICA ARCHANGELICA ROOT,EXTRACTUM ANGELICA ARCHANGELICA ROOT,,"Manual Overrule Mapping (""EXTRACTUM ANGELICA ARCHANGELICA ROOT"")",-1,42898327,ANGELICA ARCHANGELICA ROOT EXTRACT,Drug,RxNorm,Ingredient,S,1309828,2012-10-01,2099-12-31,,
EXTRACTUM BETULAE ALCOHOLICA,EXTRACTUM BETULAE ALCOHOLICA,EXTRACTUM BETULAE ALCOHOLICA,,"Manual Overrule Mapping (Orphan ingredient) (""EXTRACTUM BETULAE ALCOHOLICA"")",-1,793382,BETULA PEDULA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1993214,2018-02-05,2099-12-31,,
EXTRACTUM CARUM CARVI,EXTRACTUM CARUM CARVI,EXTRACTUM CARUM CARVI,,"Manual Overrule Mapping (""EXTRACTUM CARUM CARVI"")",-1,1834415,CARUM CARVI (OLIE),Drug,RxNorm Extension,Ingredient,S,OMOP5158290,2021-10-15,2099-12-31,,
EXTRACTUM CEPAE FLUIDUM,EXTRACTUM CEPAE FLUIDUM,EXTRACTUM CEPAE FLUIDUM,,"Manual Overrule Mapping (""EXTRACTUM CEPAE FLUIDUM"")",-1,42903612,ALLIUM CEPA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1313308,2012-12-03,2099-12-31,,
EXTRACTUM CHAMOMILLAE,EXTRACTUM CHAMOMILLAE,EXTRACTUM CHAMOMILLAE,,"Manual Overrule Mapping (""EXTRACTUM CHAMOMILLAE"")",-1,42898758,CHAMOMILE EXTRACT,Drug,RxNorm,Ingredient,S,1309226,2012-10-01,2099-12-31,,
EXTRACTUM CIMICIFUGAE RHIZOMAE,EXTRACTUM CIMICIFUGAE RHIZOMAE,EXTRACTUM CIMICIFUGAE RHIZOMAE,,"ATC - RxNorm (""G02CX04"")",-1,45776108,CIMICIFUGA SIMPLEX ROOT EXTRACT,Drug,RxNorm,Ingredient,S,1541714,2014-12-01,2099-12-31,,G02CX04
EXTRACTUM EQUISETUM ARVENSE,EXTRACTUM EQUISETUM ARVENSE,EXTRACTUM EQUISETUM ARVENSE,,"Manual Overrule Mapping (""EXTRACTUM EQUISETUM ARVENSE"")",-1,44818471,EQUISETUM ARVENSE WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1535478,2014-06-02,2099-12-31,,
EXTRACTUM GENTIANAE RADIX,EXTRACTUM GENTIANAE RADIX,EXTRACTUM GENTIANAE RADIX,,"Manual Overrule Mapping (""EXTRACTUM GENTIANAE RADIX"")",-1,19082736,GENTIAN PREPARATION,Drug,RxNorm,Ingredient,S,319824,1970-01-01,2099-12-31,,
EXTRACTUM GINKGO BILOBAE,EXTRACTUM GINKGO BILOBAE,EXTRACTUM GINKGO BILOBAE,,"ATC - RxNorm (""N06DX02"")",-1,19098505,GINKGO BILOBA LEAF EXTRACT,Drug,RxNorm,Ingredient,S,259265,1970-01-01,2099-12-31,,
EXTRACTUM GLYCYRRHIZAE,EXTRACTUM GLYCYRRHIZAE,EXTRACTUM GLYCYRRHIZAE,,"Manual Overrule Mapping (""EXTRACTUM GLYCYRRHIZAE"")",-1,43013634,GLYCYRRHIZA GLABRA EXTRACT,Drug,RxNorm,Ingredient,S,1370435,2013-03-04,2099-12-31,,
EXTRACTUM HEDERAE HELICIS,EXTRACTUM HEDERAE HELICIS,EXTRACTUM HEDERAE HELICIS,,"Manual Overrule Mapping (Orphan ingredient) (""EXTRACTUM HEDERAE HELICIS"")",-1,42899164,HEDERA HELIX TOP EXTRACT,Drug,RxNorm,Ingredient,S,1311601,2012-10-01,2099-12-31,,
EXTRACTUM HUMULI LUPULI SICCUM,EXTRACTUM HUMULI LUPULI SICCUM,EXTRACTUM HUMULI LUPULI SICCUM,,"Manual Overrule Mapping (""EXTRACTUM HUMULI LUPULI SICCUM"")",-1,44818477,HUMULUS LUPULUS WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1535492,2014-06-02,2099-12-31,,
EXTRACTUM HYPERICI HERBAE,EXTRACTUM HYPERICI HERBAE,EXTRACTUM HYPERICI HERBAE,,"ATC - RxNorm (""N06AX25"")",-1,42899139,HYPERICUM EXTRACT,Drug,RxNorm,Ingredient,S,1309228,2012-10-01,2099-12-31,,N06AX25
EXTRACTUM IBERIS AMARA,EXTRACTUM IBERIS AMARA,EXTRACTUM IBERIS AMARA,,"Manual Overrule Mapping (""EXTRACTUM IBERIS AMARA"")",-1,42899145,IBERIS AMARA SEED EXTRACT,Drug,RxNorm,Ingredient,S,1309960,2012-10-01,2099-12-31,,
EXTRACTUM MATRICARIAE,EXTRACTUM MATRICARIAE,EXTRACTUM MATRICARIAE,,"Manual Overrule Mapping (""EXTRACTUM MATRICARIAE"")",-1,19071803,MATRICARIA RECUTITA EXTRACT,Drug,RxNorm,Ingredient,S,285157,1970-01-01,2099-12-31,,
EXTRACTUM MELISSAE FOLIUM,EXTRACTUM MELISSAE FOLIUM,EXTRACTUM MELISSAE FOLIUM,,"Manual Overrule Mapping (""EXTRACTUM MELISSAE FOLIUM"")",-1,42899425,MELISSA OFFICINALIS EXTRACT,Drug,RxNorm,Ingredient,S,1311497,2012-10-01,2099-12-31,,
EXTRACTUM MELISSAE SICCUM,EXTRACTUM MELISSAE SICCUM,EXTRACTUM MELISSAE SICCUM,,"Manual Overrule Mapping (""EXTRACTUM MELISSAE SICCUM"")",-1,42899425,MELISSA OFFICINALIS EXTRACT,Drug,RxNorm,Ingredient,S,1311497,2012-10-01,2099-12-31,,
EXTRACTUM MENTHAE PIPERITAE,EXTRACTUM MENTHAE PIPERITAE,EXTRACTUM MENTHAE PIPERITAE,,"Manual Overrule Mapping (""EXTRACTUM MENTHAE PIPERITAE"")",-1,42904027,MENTHA PIPERITA EXTRACT,Drug,RxNorm,Ingredient,S,1334930,2012-12-03,2099-12-31,,
EXTRACTUM PELARGONIUM SIDOIDES,EXTRACTUM PELARGONIUM SIDOIDES,EXTRACTUM PELARGONIUM SIDOIDES,,"Manual Overrule Mapping (""EXTRACTUM PELARGONIUM SIDOIDES"")",-1,42899638,PELARGONIUM SIDOIDES ROOT EXTRACT,Drug,RxNorm,Ingredient,S,1310166,2012-10-01,2099-12-31,,
EXTRACTUM PIGMENTA RADICIS CURCUMAE,EXTRACTUM PIGMENTA RADICIS CURCUMAE,EXTRACTUM PIGMENTA RADICIS CURCUMAE,,"Manual Overrule Mapping (Orphan ingredient) (""EXTRACTUM PIGMENTA RADICIS CURCUMAE"")",-1,36026771,CURCUMA AROMATICA ROOT EXTRACT,Drug,RxNorm,Ingredient,S,2534440,2021-05-03,2099-12-31,,
EXTRACTUM POLLINIS SICCUM,EXTRACTUM POLLINIS SICCUM,EXTRACTUM POLLINIS SICCUM,,"ATC - RxNorm (""V01AA02"")",-1,40161488,TIMOTHY GRASS POLLEN EXTRACT,Drug,RxNorm,Ingredient,S,851994,2009-07-05,2099-12-31,,V01AA02
EXTRACTUM PRIMULAE FLOS,EXTRACTUM PRIMULAE FLOS,EXTRACTUM PRIMULAE FLOS,,"Manual Overrule Mapping (""EXTRACTUM PRIMULAE FLOS"")",-1,42899873,PRIMULA VERIS EXTRACT,Drug,RxNorm,Ingredient,S,1311310,2012-10-01,2099-12-31,,
EXTRACTUM RHEI SICCUM,EXTRACTUM RHEI SICCUM,EXTRACTUM RHEI SICCUM,,"Manual Overrule Mapping (""EXTRACTUM RHEI SICCUM"")",-1,19060995,RHUBARB PREPARATION,Drug,RxNorm,Ingredient,S,91266,1970-01-01,2099-12-31,,
EXTRACTUM RUMICIS HERBA,EXTRACTUM RUMICIS HERBA,EXTRACTUM RUMICIS HERBA,,"Manual Overrule Mapping (""EXTRACTUM RUMICIS HERBA"")",-1,43012310,RUMEX ACETOSA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1363562,2013-01-07,2099-12-31,,
EXTRACTUM SABALIS SERRULATAE,EXTRACTUM SABALIS SERRULATAE,EXTRACTUM SABALIS SERRULATAE,,"ATC - RxNorm (""G04CX02"")",-1,19059155,SAW PALMETTO FRUIT EXTRACT,Drug,RxNorm,Ingredient,S,477189,2007-12-30,2099-12-31,,G04CX02
EXTRACTUM SAMBUCI FLOS,EXTRACTUM SAMBUCI FLOS,EXTRACTUM SAMBUCI FLOS,,"Manual Overrule Mapping (""EXTRACTUM SAMBUCI FLOS"")",-1,43012403,SAMBUCUS NIGRA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1363730,2013-01-07,2099-12-31,,
EXTRACTUM SAMBUCI NIGRA,EXTRACTUM SAMBUCI NIGRA,EXTRACTUM SAMBUCI NIGRA,,"Manual Overrule Mapping (""EXTRACTUM SAMBUCI NIGRA"")",-1,43012403,SAMBUCUS NIGRA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1363730,2013-01-07,2099-12-31,,
EXTRACTUM SILIBY MARIANI FRUCTUS,EXTRACTUM SILIBY MARIANI FRUCTUS,EXTRACTUM SILIBY MARIANI FRUCTUS,,"Manual Overrule Mapping (""EXTRACTUM SILIBY MARIANI FRUCTUS"")",-1,1304277,MILK THISTLE EXTRACT,Drug,RxNorm,Ingredient,S,283579,1970-01-01,2099-12-31,,
EXTRACTUM STROBULI LOPULI SICCUM,EXTRACTUM STROBULI LOPULI SICCUM,EXTRACTUM STROBULI LOPULI SICCUM,,"Manual Overrule Mapping (""EXTRACTUM STROBULI LOPULI SICCUM"")",-1,44818477,HUMULUS LUPULUS WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1535492,2014-06-02,2099-12-31,,
EXTRACTUM SYMPHYTI RADIX,EXTRACTUM SYMPHYTI RADIX,EXTRACTUM SYMPHYTI RADIX,,"Manual Overrule Mapping (""EXTRACTUM SYMPHYTI RADIX"")",-1,44814448,SYMPHYTUM OFFICINALE WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1492439,2014-04-07,2099-12-31,,
EXTRACTUM THYMI,EXTRACTUM THYMI,EXTRACTUM THYMI,,"Manual Overrule Mapping (""EXTRACTUM THYMI"")",-1,36878840,THYMI AETHEROLEUM EXTRACT,Drug,RxNorm Extension,Ingredient,S,OMOP995879,1970-01-01,2099-12-31,,
EXTRACTUM URTICAE SICCUM,EXTRACTUM URTICAE SICCUM,EXTRACTUM URTICAE SICCUM,,"Manual Overrule Mapping (""EXTRACTUM URTICAE SICCUM"")",-1,42900054,URTICA DIOICA LEAF EXTRACT,Drug,RxNorm,Ingredient,S,1309281,2012-10-01,2099-12-31,,
EXTRACTUM UVAE-URSI,EXTRACTUM UVAE-URSI,EXTRACTUM UVAE-URSI,,"Manual Overrule Mapping (Orphan ingredient) (""EXTRACTUM UVAE-URSI"")",-1,46275331,ARCTOSTAPHYLOS UVA-URSI WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1658432,2015-09-08,2099-12-31,,
EXTRACTUM VALERIANAE SICCUM,EXTRACTUM VALERIANAE SICCUM,EXTRACTUM VALERIANAE SICCUM,,"Manual Overrule Mapping (""EXTRACTUM VALERIANAE SICCUM"")",-1,1397059,VALERIAN ROOT EXTRACT,Drug,RxNorm,Ingredient,S,253206,1970-01-01,2099-12-31,,N05CM09
EXTRACTUM VERBENAE HERBA,EXTRACTUM VERBENAE HERBA,EXTRACTUM VERBENAE HERBA,,"Manual Overrule Mapping (""EXTRACTUM VERBENAE HERBA"")",-1,19066566,VERBENA EXTRACT,Drug,RxNorm,Ingredient,S,259380,1970-01-01,2099-12-31,,
EZETIMIBE,EZETIMIBE,EZETIMIBE,,"SourceTerm - Ingredient Term (""EZETIMIBE"")",-1,1526475,EZETIMIBE,Drug,RxNorm,Ingredient,S,341248,1970-01-01,2099-12-31,,
FACTOR II,FACTOR II,FACTOR II,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""FACTOR II"")",-1,44507865,PROTHROMBIN,Drug,RxNorm,Ingredient,S,1441688,2013-12-02,2099-12-31,,B02BD01
FACTOR IX,FACTOR IX,FACTOR IX,,"SourceTerm - Ingredient Term (""FACTOR IX"")",-1,1351935,FACTOR IX,Drug,RxNorm,Ingredient,S,4249,1970-01-01,2099-12-31,,
FACTOR VII,FACTOR VII,FACTOR VII,,"SourceTerm - Ingredient Term (""FACTOR VII"")",-1,44785020,FACTOR VII,Drug,RxNorm,Ingredient,S,4254,2014-01-06,2099-12-31,,
FACTOR VIII,FACTOR VIII,FACTOR VIII,,"SourceTerm - Ingredient Term (""FACTOR VIII"")",-1,1352213,FACTOR VIII,Drug,RxNorm,Ingredient,S,4257,1970-01-01,2099-12-31,,B02BD14
FACTOR VIII RECOMBINANT,FACTOR VIII RECOMBINANT,FACTOR VIII RECOMBINANT,,"First 2 words from SourceTerm - Ingredient Term (""FACTOR VIII"")",-1,1352213,FACTOR VIII,Drug,RxNorm,Ingredient,S,4257,1970-01-01,2099-12-31,,B02BD14
FACTOR VON WILLEBRAND,FACTOR VON WILLEBRAND,FACTOR VON WILLEBRAND,,"SourceTerm - Ingredient Term (Sorted) (""FACTOR VON WILLEBRAND"")",-1,44785885,VON WILLEBRAND FACTOR,Drug,RxNorm,Ingredient,S,11274,2014-03-03,2099-12-31,,
FACTOR X,FACTOR X,FACTOR X,,"SourceTerm - Ingredient Term (""FACTOR X"")",-1,44785022,FACTOR X,Drug,RxNorm,Ingredient,S,4262,2014-01-06,2099-12-31,,
FACTOR XIII,FACTOR XIII,FACTOR XIII,,"SourceTerm - Ingredient Term (""FACTOR XIII"")",-1,19106100,FACTOR XIII,Drug,RxNorm,Ingredient,S,4271,1970-01-01,2099-12-31,,
FAMCICLOVIR,FAMCICLOVIR,FAMCICLOVIR,,"SourceTerm - Ingredient Term (""FAMCICLOVIR"")",-1,1703603,FAMCICLOVIR,Drug,RxNorm,Ingredient,S,68099,1970-01-01,2099-12-31,,
FAMOTIDINE,FAMOTIDINE,FAMOTIDINE,,"SourceTerm - Ingredient Term (""FAMOTIDINE"")",-1,953076,FAMOTIDINE,Drug,RxNorm,Ingredient,S,4278,1970-01-01,2099-12-31,,
FAPOLLEN ALLERGÉN,FAPOLLEN ALLERGÉN,FAPOLLEN ALLERGÉN,,"Manual Overrule Mapping (""FAPOLLEN ALLERGÉN"")",-1,36879221,TREES-POLLEN ALLERGEN,Drug,RxNorm Extension,Ingredient,S,OMOP1005459,1970-01-01,2099-12-31,,
FARICIMAB,FARICIMAB,FARICIMAB,,"SourceTerm - Ingredient Term (""FARICIMAB"")",-1,1759013,FARICIMAB,Drug,RxNorm,Ingredient,S,2591519,2022-03-07,2099-12-31,,
FAVIPIRAVIR,FAVIPIRAVIR,FAVIPIRAVIR,,"SourceTerm - Ingredient Term (""FAVIPIRAVIR"")",-1,32765,FAVIPIRAVIR,Drug,RxNorm Extension,Ingredient,S,OMOP4873976,2020-03-21,2099-12-31,,J05AX27
FEBUXOSTAT,FEBUXOSTAT,FEBUXOSTAT,,"SourceTerm - Ingredient Term (""FEBUXOSTAT"")",-1,19017742,FEBUXOSTAT,Drug,RxNorm,Ingredient,S,73689,2009-03-01,2099-12-31,,M04AA03
FEDRATINIB,FEDRATINIB,FEDRATINIB,,"SourceTerm - Ingredient Term (""FEDRATINIB"")",-1,1361614,FEDRATINIB,Drug,RxNorm,Ingredient,S,2197490,2019-09-03,2099-12-31,,L01EJ02
FELBAMATE,FELBAMATE,FELBAMATE,,"SourceTerm - Ingredient Term (""FELBAMATE"")",-1,795661,FELBAMATE,Drug,RxNorm,Ingredient,S,24812,1970-01-01,2099-12-31,,N03AX10
FELODIPINE,FELODIPINE,FELODIPINE,,"SourceTerm - Ingredient Term (""FELODIPINE"")",-1,1353776,FELODIPINE,Drug,RxNorm,Ingredient,S,4316,1970-01-01,2099-12-31,,
FENCHONE,FENCHONE,FENCHONE,,"SourceTerm - Ingredient Term (""FENCHONE"")",-1,35741954,FENCHONE,Drug,RxNorm Extension,Ingredient,S,OMOP2800102,1970-01-01,2099-12-31,,
FENILEFRIN-HIDROKLORID,FENILEFRIN-HIDROKLORID,FENILEFRIN-HIDROKLORID,,"First 1 words from SourceTerm - Ingredient Term (Standardised) (""FENILEFRIN"")",-1,1135766,PHENYLEPHRINE,Drug,RxNorm,Ingredient,S,8163,1970-01-01,2099-12-31,,S01GA55
FENOFIBRATE,FENOFIBRATE,FENOFIBRATE,,"SourceTerm - Ingredient Term (""FENOFIBRATE"")",-1,1551803,FENOFIBRATE,Drug,RxNorm,Ingredient,S,8703,1970-01-01,2099-12-31,,C10BA04
FENOTEROL,FENOTEROL,FENOTEROL,,"SourceTerm - Ingredient Term (""FENOTEROL"")",-1,19053979,FENOTEROL,Drug,RxNorm,Ingredient,S,4333,1970-01-01,2099-12-31,,
FENTANYL,FENTANYL,FENTANYL,,"SourceTerm - Ingredient Term (""FENTANYL"")",-1,1154029,FENTANYL,Drug,RxNorm,Ingredient,S,4337,1970-01-01,2099-12-31,,N02AB03
FENTICONAZOLE,FENTICONAZOLE,FENTICONAZOLE,,"SourceTerm - Ingredient Term (""FENTICONAZOLE"")",-1,19095729,FENTICONAZOLE,Drug,RxNorm,Ingredient,S,24876,1970-01-01,2099-12-31,,G01AF12
FERRIC CARBOXYMALTOSE,FERRIC CARBOXYMALTOSE,FERRIC CARBOXYMALTOSE,,"SourceTerm - Ingredient Term (""FERRIC CARBOXYMALTOSE"")",-1,43560392,FERRIC CARBOXYMALTOSE,Drug,RxNorm,Ingredient,S,1433693,2013-09-03,2099-12-31,,
FERROUS FUMARATE,FERROUS FUMARATE,FERROUS FUMARATE,,"SourceTerm - Ingredient Term (""FERROUS FUMARATE"")",-1,1595799,FERROUS FUMARATE,Drug,RxNorm,Ingredient,S,24941,1970-01-01,2099-12-31,,
FERROUS GLUCONATE,FERROUS GLUCONATE,FERROUS GLUCONATE,,"SourceTerm - Ingredient Term (""FERROUS GLUCONATE"")",-1,1396012,FERROUS GLUCONATE,Drug,RxNorm,Ingredient,S,24942,1970-01-01,2099-12-31,,B03AA03
FERROUS SULFATE,FERROUS SULFATE,FERROUS SULFATE,,"SourceTerm - Ingredient Term (""FERROUS SULFATE"")",-1,1396131,FERROUS SULFATE,Drug,RxNorm,Ingredient,S,24947,1970-01-01,2099-12-31,,
FERRUM,FERRUM,FERRUM,,"Manual Overrule Mapping (""FERRUM"")",-1,19078092,SODIUM GLUCONATE,Drug,RxNorm,Ingredient,S,56476,1970-01-01,2099-12-31,,
FESOTERODINE,FESOTERODINE,FESOTERODINE,,"SourceTerm - Ingredient Term (""FESOTERODINE"")",-1,19027958,FESOTERODINE,Drug,RxNorm,Ingredient,S,797195,2008-11-09,2099-12-31,,G04BD11
FEXOFENADINE,FEXOFENADINE,FEXOFENADINE,,"SourceTerm - Ingredient Term (""FEXOFENADINE"")",-1,1153428,FEXOFENADINE,Drug,RxNorm,Ingredient,S,87636,1970-01-01,2099-12-31,,R06AX26
FIBRINOGEN,FIBRINOGEN,FIBRINOGEN,,"SourceTerm - Ingredient Term (""FIBRINOGEN"")",-1,19054702,FIBRINOGEN,Drug,RxNorm,Ingredient,S,4385,2008-08-31,2099-12-31,,
FIDAXOMICIN,FIDAXOMICIN,FIDAXOMICIN,,"SourceTerm - Ingredient Term (""FIDAXOMICIN"")",-1,40239985,FIDAXOMICIN,Drug,RxNorm,Ingredient,S,1111103,2011-07-03,2099-12-31,,A07AA12
FILAMENTOUS HEMAGGLUTININ,FILAMENTOUS HEMAGGLUTININ,FILAMENTOUS HEMAGGLUTININ,,"Manual Overrule Mapping (""FILAMENTOUS HEMAGGLUTININ"")",-1,43514466,BORDETELLA PERTUSSIS FILAMENTOUS HAEMAGGLUTININ ANTIGEN,Drug,RxNorm Extension,Ingredient,S,OMOP2810051,2016-11-01,2099-12-31,,
FILGRASTIM,FILGRASTIM,FILGRASTIM,,"SourceTerm - Ingredient Term (""FILGRASTIM"")",-1,1304850,FILGRASTIM,Drug,RxNorm,Ingredient,S,68442,1970-01-01,2099-12-31,,L03AA02
